"Study","XML_FileName","rwlFile","status","error","nSeries","nCells","firstYear","lastYear","precision","nGaps","nGapCells","nRenamed","events","nWarnings","warnings"
"CANA313","noaa-tree-12568.xml","./data_files/treering/measurements/northamerica/canada/cana313.rwl","ok",NA,35,7647,1689,1998,NA,NA,NA,NA,"",0,""
"CANA314","noaa-tree-12569.xml","./data_files/treering/measurements/northamerica/canada/cana314.rwl","ok",NA,427,107560,1046,2003,NA,NA,NA,NA,"",0,""
"CANA315","noaa-tree-12570.xml","./data_files/treering/measurements/northamerica/canada/cana315.rwl","ok",NA,131,35981,1067,2002,NA,NA,NA,NA,"",0,""
"CANA316","noaa-tree-12571.xml","./data_files/treering/measurements/northamerica/canada/cana316.rwl","ok",NA,27,11946,1404,1982,NA,NA,NA,NA,"",0,""
"CANA317","noaa-tree-12573.xml","./data_files/treering/measurements/northamerica/canada/cana317.rwl","ok",NA,37,6933,1577,1991,NA,NA,NA,NA,"",0,""
"CANA318","noaa-tree-12574.xml","./data_files/treering/measurements/northamerica/canada/cana318.rwl","ok",NA,405,106595,1288,2004,NA,NA,NA,NA,"",0,""
"CANA319","noaa-tree-12575.xml","./data_files/treering/measurements/northamerica/canada/cana319.rwl","ok",NA,138,39527,993,1994,NA,NA,NA,NA,"",0,""
"CANA320","noaa-tree-12576.xml","./data_files/treering/measurements/northamerica/canada/cana320.rwl","ok",NA,72,18066,1426,1994,NA,NA,NA,NA,"",8,"In ./data_files/treering/measurements/northamerica/canada/cana320.rwl, core PT12N1A, decade starting 1810: 2 measurement(s) are not numeric and are left as NA. | In ./data_files/treering/measurements/northamerica/canada/cana320.rwl, core PT12N1A, decade starting 1810: the ten fixed-width columns and a whitespace split of the same line give different measurements, so the line does not conform to the Tucson column layout and cannot be read unambiguously. Returned as NA. Columns give (101 111 89 158 46 68 128 103 27); whitespace gives (101 111 89 158 46 68 128 103 NA NA). Line: PT12N1A 1810   101   111    89   158    46    68   128   103      0   27 | In ./data_files/treering/measurements/northamerica/canada/cana320.rwl, series 64N is entered as 2 separately terminated records that share no year: 1701-1817, 1819-1994. They have been read as one series with a 1-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID. | In ./data_files/treering/measurements/northamerica/canada/cana320.rwl, series PT3N is entered as 2 separately terminated records that share no year: 1720-1835, 1837-1984. They have been read as one series with a 1-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID. | In ./data_files/treering/measurements/northamerica/canada/cana320.rwl, series PT12N is entered as 2 separately terminated records that share no year: 1681-1835, 1839-1985. They have been read as one series with a 3-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID. | In ./data_files/treering/measurements/northamerica/canada/cana320.rwl, series PT18N is entered as 2 separately terminated records that share no year: 1642-1812, 1841-1994. They have been read as one series with a 28-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID. | In ./data_files/treering/measurements/northamerica/canada/cana320.rwl, series PT65 is entered as 2 separately terminated records that share no year: 1696-1816, 1826-1993. They have been read as one series with a 9-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID. | In ./data_files/treering/measurements/northamerica/canada/cana320.rwl, series PT81C is entered as 2 separately terminated records that share no year: 1426-1740, 1749-1833. They have been read as one series with a 8-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID."
"CANA321","noaa-tree-12577.xml","./data_files/treering/measurements/northamerica/canada/cana321.rwl","ok",NA,38,7662,1175,1993,NA,NA,NA,NA,"",0,""
"CHIN007","noaa-tree-12585.xml","./data_files/treering/measurements/asia/chin007.rwl","ok",NA,40,4393,1867,2004,NA,NA,NA,NA,"",0,""
"CHIN008","noaa-tree-12586.xml","./data_files/treering/measurements/asia/chin008.rwl","ok",NA,44,7057,1690,2004,NA,NA,NA,NA,"",0,""
"CHIN009","noaa-tree-12587.xml","./data_files/treering/measurements/asia/chin009.rwl","ok",NA,57,12409,1605,2004,NA,NA,NA,NA,"",0,""
"CHIN010","noaa-tree-12588.xml","./data_files/treering/measurements/asia/chin010.rwl","ok",NA,41,8763,1686,2004,NA,NA,NA,NA,"",0,""
"CHIN011","noaa-tree-12589.xml","./data_files/treering/measurements/asia/chin011.rwl","ok",NA,46,9642,1634,2004,NA,NA,NA,NA,"",0,""
"CHIN012","noaa-tree-12590.xml","./data_files/treering/measurements/asia/chin012.rwl","ok",NA,42,8460,1721,2004,NA,NA,NA,NA,"",0,""
"CHIN013","noaa-tree-12591.xml","./data_files/treering/measurements/asia/chin013.rwl","ok",NA,46,5934,1785,2004,NA,NA,NA,NA,"",0,""
"CHIN014","noaa-tree-12592.xml","./data_files/treering/measurements/asia/chin014.rwl","ok",NA,49,9857,1694,2004,NA,NA,NA,NA,"",0,""
"CHIN015","noaa-tree-12593.xml","./data_files/treering/measurements/asia/chin015.rwl","ok",NA,44,6559,1706,2004,NA,NA,NA,NA,"",0,""
"CHIN016","noaa-tree-12595.xml","./data_files/treering/measurements/asia/chin016.rwl","ok",NA,40,8364,1575,2007,NA,NA,NA,NA,"",0,""
"CHIN017","noaa-tree-12596.xml","./data_files/treering/measurements/asia/chin017.rwl","ok",NA,43,11960,1452,2007,NA,NA,NA,NA,"",0,""
"CHIN018","noaa-tree-12599.xml","./data_files/treering/measurements/asia/chin018.rwl","ok",NA,61,10541,1540,2006,NA,NA,NA,NA,"",0,""
"CHIN019","noaa-tree-12600.xml","./data_files/treering/measurements/asia/chin019.rwl","ok",NA,56,15840,1509,2006,NA,NA,NA,NA,"",0,""
"CHIN020","noaa-tree-12601.xml","./data_files/treering/measurements/asia/chin020.rwl","ok",NA,44,14599,1306,2007,NA,NA,NA,NA,"",0,""
"CHIN021","noaa-tree-12602.xml","./data_files/treering/measurements/asia/chin021.rwl","ok",NA,48,12669,1380,2007,NA,NA,NA,NA,"",0,""
"CHIN022","noaa-tree-12603.xml","./data_files/treering/measurements/asia/chin022.rwl","ok",NA,42,8455,1663,2007,NA,NA,NA,NA,"",0,""
"CHIN023","noaa-tree-12604.xml","./data_files/treering/measurements/asia/chin023.rwl","ok",NA,48,7796,1715,2007,NA,NA,NA,NA,"",0,""
"CHIN024","noaa-tree-12605.xml","./data_files/treering/measurements/asia/chin024.rwl","ok",NA,42,10550,1628,2007,NA,NA,NA,NA,"",0,""
"CHIN025","noaa-tree-12606.xml","./data_files/treering/measurements/asia/chin025.rwl","ok",NA,27,8321,1483,2007,NA,NA,NA,NA,"",0,""
"CHIN026","noaa-tree-12607.xml","./data_files/treering/measurements/asia/chin026.rwl","ok",NA,67,21501,1516,2007,NA,NA,NA,NA,"",0,""
"CHIN027","noaa-tree-12608.xml","./data_files/treering/measurements/asia/chin027.rwl","ok",NA,40,14522,1348,2007,NA,NA,NA,NA,"",0,""
"CHIN028","noaa-tree-12609.xml","./data_files/treering/measurements/asia/chin028.rwl","ok",NA,43,9638,1348,2007,NA,NA,NA,NA,"",0,""
"CHIN029","noaa-tree-12610.xml","./data_files/treering/measurements/asia/chin029.rwl","ok",NA,91,17337,1571,2002,NA,NA,NA,NA,"",0,""
"CHIN030","noaa-tree-12611.xml","./data_files/treering/measurements/asia/chin030.rwl","ok",NA,51,7663,1608,2002,NA,NA,NA,NA,"",0,""
"CHIN031","noaa-tree-12612.xml","./data_files/treering/measurements/asia/chin031.rwl","ok",NA,49,5815,1790,2002,NA,NA,NA,NA,"",0,""
"CHIN032","noaa-tree-12613.xml","./data_files/treering/measurements/asia/chin032.rwl","ok",NA,44,5709,1807,2002,NA,NA,NA,NA,"",0,""
"CHIN033","noaa-tree-12614.xml","./data_files/treering/measurements/asia/chin033.rwl","ok",NA,52,11122,1653,2002,NA,NA,NA,NA,"",0,""
"CHIN034","noaa-tree-12615.xml","./data_files/treering/measurements/asia/chin034.rwl","ok",NA,60,14859,1653,2002,NA,NA,NA,NA,"",0,""
"CHIN035","noaa-tree-12616.xml","./data_files/treering/measurements/asia/chin035.rwl","ok",NA,89,16775,1715,2002,NA,NA,NA,NA,"",0,""
"CHIN036","noaa-tree-12617.xml","./data_files/treering/measurements/asia/chin036.rwl","ok",NA,56,7461,1829,2002,NA,NA,NA,NA,"",0,""
"CO644","noaa-tree-12618.xml","./data_files/treering/measurements/northamerica/usa/co644.rwl","ok",NA,46,18799,379,2004,NA,NA,NA,NA,"",0,""
"CO646","noaa-tree-12619.xml","./data_files/treering/measurements/northamerica/usa/co646.rwl","ok",NA,61,26425,602,2004,NA,NA,NA,NA,"",1,"In ./data_files/treering/measurements/northamerica/usa/co646.rwl, series gmr121 is entered as 2 separately terminated records that share no year: 1433-1745, 1760-2000. They have been read as one series with a 14-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID."
"CO647","noaa-tree-12620.xml","./data_files/treering/measurements/northamerica/usa/co647.rwl","ok",NA,24,10115,1230,2005,NA,NA,NA,NA,"",0,""
"CO648","noaa-tree-12622.xml","./data_files/treering/measurements/northamerica/usa/co648.rwl","ok",NA,69,23730,1175,2002,NA,NA,NA,NA,"",5,"In ./data_files/treering/measurements/northamerica/usa/co648.rwl, series pum231 is entered as 2 separately terminated records that share no year: 1412-1587, 1620-1999. They have been read as one series with a 32-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID. | In ./data_files/treering/measurements/northamerica/usa/co648.rwl, series pum071 is entered as 2 separately terminated records that share no year: 1410-1705, 1785-1999. They have been read as one series with a 79-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID. | In ./data_files/treering/measurements/northamerica/usa/co648.rwl, series pum252 is entered as 2 separately terminated records that share no year: 1444-1620, 1720-1999. They have been read as one series with a 99-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID. | In ./data_files/treering/measurements/northamerica/usa/co648.rwl, series pum232 is entered as 2 separately terminated records that share no year: 1422-1580, 1620-1999. They have been read as one series with a 39-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID. | In ./data_files/treering/measurements/northamerica/usa/co648.rwl, series pux172 is entered as 2 separately terminated records that share no year: 1175-1272, 1284-1362. They have been read as one series with a 11-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID."
"CO649","noaa-tree-12623.xml","./data_files/treering/measurements/northamerica/usa/co649.rwl","ok",NA,62,18340,996,2002,NA,NA,NA,NA,"",6,"In ./data_files/treering/measurements/northamerica/usa/co649.rwl, series trx102 is entered as 2 separately terminated records that share no year: 996-1045, 1067-1203. They have been read as one series with a 21-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID. | In ./data_files/treering/measurements/northamerica/usa/co649.rwl, series trx131 is entered as 2 separately terminated records that share no year: 1180-1359, 1462-1579. They have been read as one series with a 102-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID. | In ./data_files/treering/measurements/northamerica/usa/co649.rwl, series trx212 is entered as 2 separately terminated records that share no year: 1290-1443, 1464-1565. They have been read as one series with a 20-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID. | In ./data_files/treering/measurements/northamerica/usa/co649.rwl, series trx082 is entered as 2 separately terminated records that share no year: 1275-1353, 1371-1579. They have been read as one series with a 17-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID. | In ./data_files/treering/measurements/northamerica/usa/co649.rwl, series trg212 is entered as 2 separately terminated records that share no year: 1446-1512, 1521-1650. They have been read as one series with a 8-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID. | In ./data_files/treering/measurements/northamerica/usa/co649.rwl, series trg211 is entered as 2 separately terminated records that share no year: 1560-1700, 1810-1999. They have been read as one series with a 109-year gap where the file records nothing. Entering one core as several terminated records is allowable and usually means just that. Worth a look only to rule out the other reading, that these are different cores sharing an ID."
"CO650","noaa-tree-12624.xml","./data_files/treering/measurements/northamerica/usa/co650.rwl","ok",NA,66,27895,1000,2002,NA,NA,NA,NA,"",0,""
"INDO002","noaa-tree-12625.xml","./data_files/treering/measurements/asia/indo002.rwl","ok",NA,20,3436,1668,2004,NA,NA,NA,NA,"",0,""
"INDO003","noaa-tree-12626.xml","./data_files/treering/measurements/asia/indo003.rwl","ok",NA,13,3388,1714,2004,NA,NA,NA,NA,"",0,""
"INDO004","noaa-tree-12627.xml","./data_files/treering/measurements/asia/indo004.rwl","ok",NA,59,11273,1644,2005,NA,NA,NA,NA,"",0,""
"INDO005","noaa-tree-12628.xml","./data_files/treering/measurements/asia/indo005.rwl","ok",NA,66,12279,1565,2005,NA,NA,NA,NA,"",0,""
"INDO006","noaa-tree-12629.xml","./data_files/treering/measurements/asia/indo006.rwl","ok",NA,17,2788,1776,2004,NA,NA,NA,NA,"",0,""
"INDO007","noaa-tree-12630.xml","./data_files/treering/measurements/asia/indo007.rwl","ok",NA,29,4615,1689,2000,NA,NA,NA,NA,"",0,""
"INDO008","noaa-tree-12631.xml","./data_files/treering/measurements/asia/indo008.rwl","ok",NA,35,4331,1760,2000,NA,NA,NA,NA,"",0,""
"LS001","noaa-tree-12632.xml","./data_files/treering/measurements/asia/ls001.rwl","ok",NA,30,5189,1743,2005,NA,NA,NA,NA,"",0,""
"LS002","noaa-tree-12633.xml","./data_files/treering/measurements/asia/ls002.rwl","ok",NA,22,3303,1785,2005,NA,NA,NA,NA,"",0,""
"TW001","noaa-tree-12634.xml","./data_files/treering/measurements/asia/tw001.rwl","ok",NA,40,26129,907,2007,NA,NA,NA,NA,"",0,""
"PH001","noaa-tree-12643.xml","./data_files/treering/measurements/asia/ph001.rwl","ok",NA,34,4059,1721,2005,NA,NA,NA,NA,"",0,""
"TH001","noaa-tree-12644.xml","./data_files/treering/measurements/asia/th001.rwl","ok",NA,77,12368,1558,2005,NA,NA,NA,NA,"",0,""
"TH002","noaa-tree-12645.xml","./data_files/treering/measurements/asia/th002.rwl","ok",NA,55,8791,1786,1993,NA,NA,NA,NA,"",0,""
"TH003","noaa-tree-12646.xml","./data_files/treering/measurements/asia/th003.rwl","ok",NA,17,4467,1616,1993,NA,NA,NA,NA,"",0,""
"TH004","noaa-tree-12647.xml","./data_files/treering/measurements/asia/th004.rwl","ok",NA,81,14458,1693,2006,NA,NA,NA,NA,"",0,""
"TH005","noaa-tree-12648.xml","./data_files/treering/measurements/asia/th005.rwl","ok",NA,74,11099,1673,2001,NA,NA,NA,NA,"",0,""
"TH006","noaa-tree-12649.xml","./data_files/treering/measurements/asia/th006.rwl","ok",NA,25,4715,1648,2004,NA,NA,NA,NA,"",0,""
"MONG016","noaa-tree-12651.xml","./data_files/treering/measurements/asia/mong016.rwl","ok",NA,38,11920,1469,2004,NA,NA,NA,NA,"",0,""
